# k-point distribution
# ik: k-point index
# kx,ky,kz: Reduced coordinate of k-points
# wk: Weight of k-point
# 1:ik[none] 2:kx[none] 3:ky[none] 4:kz[none] 5:wk[none]
    35  0.125000000000000E+000 -0.375000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    36  0.375000000000000E+000 -0.375000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    37 -0.375000000000000E+000 -0.125000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    38 -0.125000000000000E+000 -0.125000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    39  0.125000000000000E+000 -0.125000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    40  0.375000000000000E+000 -0.125000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    41 -0.375000000000000E+000  0.125000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    42 -0.125000000000000E+000  0.125000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    43  0.125000000000000E+000  0.125000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    44  0.375000000000000E+000  0.125000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    45 -0.375000000000000E+000  0.375000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    46 -0.125000000000000E+000  0.375000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    47  0.125000000000000E+000  0.375000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    48  0.375000000000000E+000  0.375000000000000E+000 -0.187500000000000E+000  0.781250000000000E-002
    49 -0.375000000000000E+000 -0.375000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    50 -0.125000000000000E+000 -0.375000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    51  0.125000000000000E+000 -0.375000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    52  0.375000000000000E+000 -0.375000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    53 -0.375000000000000E+000 -0.125000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    54 -0.125000000000000E+000 -0.125000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    55  0.125000000000000E+000 -0.125000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    56  0.375000000000000E+000 -0.125000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    57 -0.375000000000000E+000  0.125000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    58 -0.125000000000000E+000  0.125000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    59  0.125000000000000E+000  0.125000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    60  0.375000000000000E+000  0.125000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    61 -0.375000000000000E+000  0.375000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    62 -0.125000000000000E+000  0.375000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    63  0.125000000000000E+000  0.375000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    64  0.375000000000000E+000  0.375000000000000E+000 -0.625000000000000E-001  0.781250000000000E-002
    65 -0.375000000000000E+000 -0.375000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    66 -0.125000000000000E+000 -0.375000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    67  0.125000000000000E+000 -0.375000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    68  0.375000000000000E+000 -0.375000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    69 -0.375000000000000E+000 -0.125000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    70 -0.125000000000000E+000 -0.125000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    71  0.125000000000000E+000 -0.125000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    72  0.375000000000000E+000 -0.125000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    73 -0.375000000000000E+000  0.125000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    74 -0.125000000000000E+000  0.125000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    75  0.125000000000000E+000  0.125000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    76  0.375000000000000E+000  0.125000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    77 -0.375000000000000E+000  0.375000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    78 -0.125000000000000E+000  0.375000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    79  0.125000000000000E+000  0.375000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    80  0.375000000000000E+000  0.375000000000000E+000  0.625000000000000E-001  0.781250000000000E-002
    81 -0.375000000000000E+000 -0.375000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    82 -0.125000000000000E+000 -0.375000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    83  0.125000000000000E+000 -0.375000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    84  0.375000000000000E+000 -0.375000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    85 -0.375000000000000E+000 -0.125000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    86 -0.125000000000000E+000 -0.125000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    87  0.125000000000000E+000 -0.125000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    88  0.375000000000000E+000 -0.125000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    89 -0.375000000000000E+000  0.125000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    90 -0.125000000000000E+000  0.125000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    91  0.125000000000000E+000  0.125000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    92  0.375000000000000E+000  0.125000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    93 -0.375000000000000E+000  0.375000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    94 -0.125000000000000E+000  0.375000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    95  0.125000000000000E+000  0.375000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    96  0.375000000000000E+000  0.375000000000000E+000  0.187500000000000E+000  0.781250000000000E-002
    97 -0.375000000000000E+000 -0.375000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
    98 -0.125000000000000E+000 -0.375000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
    99  0.125000000000000E+000 -0.375000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   100  0.375000000000000E+000 -0.375000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   101 -0.375000000000000E+000 -0.125000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   102 -0.125000000000000E+000 -0.125000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   103  0.125000000000000E+000 -0.125000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   104  0.375000000000000E+000 -0.125000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   105 -0.375000000000000E+000  0.125000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   106 -0.125000000000000E+000  0.125000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   107  0.125000000000000E+000  0.125000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   108  0.375000000000000E+000  0.125000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   109 -0.375000000000000E+000  0.375000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   110 -0.125000000000000E+000  0.375000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   111  0.125000000000000E+000  0.375000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   112  0.375000000000000E+000  0.375000000000000E+000  0.312500000000000E+000  0.781250000000000E-002
   113 -0.375000000000000E+000 -0.375000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   114 -0.125000000000000E+000 -0.375000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   115  0.125000000000000E+000 -0.375000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   116  0.375000000000000E+000 -0.375000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   117 -0.375000000000000E+000 -0.125000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   118 -0.125000000000000E+000 -0.125000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   119  0.125000000000000E+000 -0.125000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   120  0.375000000000000E+000 -0.125000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   121 -0.375000000000000E+000  0.125000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   122 -0.125000000000000E+000  0.125000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   123  0.125000000000000E+000  0.125000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   124  0.375000000000000E+000  0.125000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   125 -0.375000000000000E+000  0.375000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   126 -0.125000000000000E+000  0.375000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   127  0.125000000000000E+000  0.375000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
   128  0.375000000000000E+000  0.375000000000000E+000  0.437500000000000E+000  0.781250000000000E-002
# coefficients (2*pi/a [a.u.]) in kx, ky, kz
 0.306161922189321E+000 0.306161922189321E+000 0.612323844378641E+000
